"Number of months",480
"Number of groups",22
"Group number",1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
"Forcing type",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"Group name",Dolphins,Bonito,Bluefish,"A. Mackerel",Whiting,Turbot,"R. Mullet",Dogfish,"H. Mackerel",Shad,Sprat,"Anchovy 0-0+","Anchovy 1-1+",Aurelia,Beroe,Mnemiopsis,Pleurobrachia,Noctiluca,Zooplankton,Phytoplankton,POM,Detritus
"Month 444",0.1,0.5,0.5,0.5345,0.1727,0.2437,0.2,0.0837,0.56,0.294,0.2348,-999,0.74654,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 445",0.1,0.5,0.5,0.5345,0.1727,0.2437,0.2,0.0837,0.6333,0.294,0.2656,-999,0.57235,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 446",0.1,0.5,0.5,0.5345,0.1727,0.2437,0.2,0.0837,0.6333,0.294,0.2656,-999,0.57235,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 447",0.1,0.5,0.5,0.5345,0.1727,0.2437,0.2,0.0837,0.6333,0.294,0.2656,-999,0.57235,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 448",0.1,0.5,0.5,0.5345,0.1727,0.2437,0.2,0.0837,0.6333,0.294,0.2656,-999,0.57235,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 449",0.1,0.5,0.5,0.5345,0.1727,0.2437,0.2,0.0837,0.6333,0.294,0.2656,-999,0.57235,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 450",0.1,0.5,0.5,0.5345,0.1727,0.2437,0.2,0.0837,0.6333,0.294,0.2656,-999,0.57235,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 451",0.1,0.5,0.5,0.5345,0.1727,0.2437,0.2,0.0837,0.6333,0.294,0.2656,-999,0.57235,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 452",0.1,0.5,0.5,0.5345,0.1727,0.2437,0.2,0.0837,0.6333,0.294,0.2656,-999,0.57235,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 453",0.1,0.5,0.5,0.5345,0.1727,0.2437,0.2,0.0837,0.6333,0.294,0.2656,-999,0.57235,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 454",0.1,0.5,0.5,0.5345,0.1727,0.2437,0.2,0.0837,0.6333,0.294,0.2656,-999,0.57235,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 455",0.1,0.5,0.5,0.5345,0.1727,0.2437,0.2,0.0837,0.6333,0.294,0.2656,-999,0.57235,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 456",0.1,0.5,0.5,0.5345,0.1727,0.2437,0.2,0.0837,0.6333,0.294,0.2656,-999,0.57235,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 457",0.1,0.5,0.5,0.5345,0.1727,0.2437,0.2,0.0837,0.4533,0.294,0.2893,-999,0.72166,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 458",0.1,0.5,0.5,0.5345,0.1727,0.2437,0.2,0.0837,0.4533,0.294,0.2893,-999,0.72166,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 459",0.1,0.5,0.5,0.5345,0.1727,0.2437,0.2,0.0837,0.4533,0.294,0.2893,-999,0.72166,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 460",0.1,0.5,0.5,0.5345,0.1727,0.2437,0.2,0.0837,0.4533,0.294,0.2893,-999,0.72166,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 461",0.1,0.5,0.5,0.5345,0.1727,0.2437,0.2,0.0837,0.4533,0.294,0.2893,-999,0.72166,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 462",0.1,0.5,0.5,0.5345,0.1727,0.2437,0.2,0.0837,0.4533,0.294,0.2893,-999,0.72166,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 463",0.1,0.5,0.5,0.5345,0.1727,0.2437,0.2,0.0837,0.4533,0.294,0.2893,-999,0.72166,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 464",0.1,0.5,0.5,0.5345,0.1727,0.2437,0.2,0.0837,0.4533,0.294,0.2893,-999,0.72166,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 465",0.1,0.5,0.5,0.5345,0.1727,0.2437,0.2,0.0837,0.4533,0.294,0.2893,-999,0.72166,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 466",0.1,0.5,0.5,0.5345,0.1727,0.2437,0.2,0.0837,0.4533,0.294,0.2893,-999,0.72166,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 467",0.1,0.5,0.5,0.5345,0.1727,0.2437,0.2,0.0837,0.4533,0.294,0.2893,-999,0.72166,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 468",0.1,0.5,0.5,0.5345,0.1727,0.2437,0.2,0.0837,0.4533,0.294,0.2893,-999,0.72166,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 469",0.1,0.5,0.5,0.5345,0.1727,0.2437,0.2,0.0837,0.66,0.294,0.1968,-999,0.74654,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 470",0.1,0.5,0.5,0.5345,0.1727,0.2437,0.2,0.0837,0.66,0.294,0.1968,-999,0.74654,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 471",0.1,0.5,0.5,0.5345,0.1727,0.2437,0.2,0.0837,0.66,0.294,0.1968,-999,0.74654,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 472",0.1,0.5,0.5,0.5345,0.1727,0.2437,0.2,0.0837,0.66,0.294,0.1968,-999,0.74654,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 473",0.1,0.5,0.5,0.5345,0.1727,0.2437,0.2,0.0837,0.66,0.294,0.1968,-999,0.74654,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 474",0.1,0.5,0.5,0.5345,0.1727,0.2437,0.2,0.0837,0.66,0.294,0.1968,-999,0.74654,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 475",0.1,0.5,0.5,0.5345,0.1727,0.2437,0.2,0.0837,0.66,0.294,0.1968,-999,0.74654,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 476",0.1,0.5,0.5,0.5345,0.1727,0.2437,0.2,0.0837,0.66,0.294,0.1968,-999,0.74654,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 477",0.1,0.5,0.5,0.5345,0.1727,0.2437,0.2,0.0837,0.66,0.294,0.1968,-999,0.74654,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 478",0.1,0.5,0.5,0.5345,0.1727,0.2437,0.2,0.0837,0.66,0.294,0.1968,-999,0.74654,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 479",0.1,0.5,0.5,0.5345,0.1727,0.2437,0.2,0.0837,0.66,0.294,0.1968,-999,0.74654,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 480",0.1,0.5,0.5,0.5345,0.1727,0.2437,0.2,0.0837,0.66,0.294,0.1968,-999,0.74654,-999,-999,-999,-999,-999,-999,-999,-999,-999
